"ID_CENTRO","CD_CENTRO","DS_CENTRO","CDSUBDIR","CDGENERICO","CDNATURALEZA","ITCONCIERTO","CDSITUACION","CDPROV","CDMUNI","CDLOCALIDAD","CDDISTRITO","CDPOSTAL","ITHORARIO_AMP","ITCOMEDOR","ITTRANSPORTE","ITBILINGUE","ITPUBLICO_BILINGUE","CDCURSO_PUBLICO_BILINGUE","CBRITISH","DS_ABRV","DES_NATUR","CD_NIVEL","NM_CURSO","NM_ALUMNOS","NM_UNIDADES","RATIO","GRUPOS_PREDECIR","NUM_ALUMNOS_PREDECIR"
2,"28000029",SAN BLAS,"3","070","1",N,A,"28","002","0001",,"28864",S,S,N,S,S,"2005",,CP INF-PRI-SEC,CENTRO PÚBLICO,"13","1",68,3,0.75555556,3,68
15,"28000157",SAGRADO CORAZON DE JESUS,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,S,S,"2012",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",66,2,1.10000000,2,66
15,"28000157",SAGRADO CORAZON DE JESUS,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,S,S,"2012",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",60,2,1.00000000,2,60
15,"28000157",SAGRADO CORAZON DE JESUS,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,S,S,"2012",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",54,2,0.90000000,2,54
15,"28000157",SAGRADO CORAZON DE JESUS,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,S,S,"2012",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",53,2,0.88333333,2,53
30,"28000303",ESCUELAS PIAS,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",82,3,0.91111111,3,82
30,"28000303",ESCUELAS PIAS,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",96,3,1.06666667,3,96
30,"28000303",ESCUELAS PIAS,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",92,3,1.02222222,3,92
30,"28000303",ESCUELAS PIAS,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",72,3,0.80000000,3,72
32,"28000327",SANTA MARIA DE LA PROVIDENCIA,"3","072","2",S,A,"28","005","0001",,"28807",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",86,3,0.95555556,3,86
32,"28000327",SANTA MARIA DE LA PROVIDENCIA,"3","072","2",S,A,"28","005","0001",,"28807",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",92,3,1.02222222,3,92
32,"28000327",SANTA MARIA DE LA PROVIDENCIA,"3","072","2",S,A,"28","005","0001",,"28807",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",81,3,0.90000000,3,81
32,"28000327",SANTA MARIA DE LA PROVIDENCIA,"3","072","2",S,A,"28","005","0001",,"28807",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",76,3,0.84444444,3,76
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"05","1",167,6,0.79523810,6,167
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"05","2",175,6,0.83333333,6,175
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"05","3",99,3,0.94285714,3,99
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"13","1",149,5,0.99333333,5,149
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"13","2",144,5,0.96000000,5,144
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"13","3",94,3,1.04444444,3,94
36,"28000364",COMPLUTENSE,"3","042","1",N,A,"28","005","0001",,"28804",N,N,S,S,S,"2010",,IES,CENTRO PÚBLICO,"13","4",91,3,1.01111111,3,91
40,"28000406",SAN GABRIEL,"3","072","2",S,A,"28","005","0001",,"28800",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",96,3,1.06666667,3,96
40,"28000406",SAN GABRIEL,"3","072","2",S,A,"28","005","0001",,"28800",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",96,3,1.06666667,3,96
40,"28000406",SAN GABRIEL,"3","072","2",S,A,"28","005","0001",,"28800",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",90,3,1.00000000,3,90
40,"28000406",SAN GABRIEL,"3","072","2",S,A,"28","005","0001",,"28800",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",85,3,0.94444444,3,85
42,"28000421",SAN IGNACIO DE LOYOLA,"3","072","2",S,A,"28","005","0001",,"28806",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",53,2,0.88333333,2,53
42,"28000421",SAN IGNACIO DE LOYOLA,"3","072","2",S,A,"28","005","0001",,"28806",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",58,2,0.96666667,2,58
42,"28000421",SAN IGNACIO DE LOYOLA,"3","072","2",S,A,"28","005","0001",,"28806",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",59,2,0.98333333,2,59
42,"28000421",SAN IGNACIO DE LOYOLA,"3","072","2",S,A,"28","005","0001",,"28806",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",48,2,0.80000000,2,48
42,"28000421",SAN IGNACIO DE LOYOLA,"3","072","2",S,A,"28","005","0001",,"28806",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"14","1",20,1,0.66666667,1,20
42,"28000421",SAN IGNACIO DE LOYOLA,"3","072","2",S,A,"28","005","0001",,"28806",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"14","2",20,1,0.66666667,1,20
43,"28000431",MINERVA,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",46,2,0.76666667,2,46
43,"28000431",MINERVA,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",49,2,0.81666667,2,49
43,"28000431",MINERVA,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",43,2,0.71666667,2,43
43,"28000431",MINERVA,"3","072","2",S,A,"28","005","0001",,"28804",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",37,2,0.61666667,2,37
46,"28000467",ALONSO DE AVELLANEDA,"3","042","1",N,A,"28","005","0001",,"28804",N,N,N,N,,,,IES,CENTRO PÚBLICO,"14","1",71,4,0.59166667,4,71
46,"28000467",ALONSO DE AVELLANEDA,"3","042","1",N,A,"28","005","0001",,"28804",N,N,N,N,,,,IES,CENTRO PÚBLICO,"14","2",52,3,0.57777778,3,52
46,"28000467",ALONSO DE AVELLANEDA,"3","042","1",N,A,"28","005","0001",,"28804",N,N,N,N,,,,IES,CENTRO PÚBLICO,"15","1",215,7,1.02380952,7,215
46,"28000467",ALONSO DE AVELLANEDA,"3","042","1",N,A,"28","005","0001",,"28804",N,N,N,N,,,,IES,CENTRO PÚBLICO,"15","2",105,6,0.58333333,6,105
46,"28000467",ALONSO DE AVELLANEDA,"3","042","1",N,A,"28","005","0001",,"28804",N,N,N,N,,,,IES,CENTRO PÚBLICO,"16","1",396,14,0.94285714,14,396
46,"28000467",ALONSO DE AVELLANEDA,"3","042","1",N,A,"28","005","0001",,"28804",N,N,N,N,,,,IES,CENTRO PÚBLICO,"16","2",323,13,0.82820513,13,323
47,"28000479",CALASANZ,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",63,2,1.05000000,2,63
47,"28000479",CALASANZ,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",82,3,0.91111111,3,82
47,"28000479",CALASANZ,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",77,3,0.85555556,3,77
47,"28000479",CALASANZ,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",82,3,0.91111111,3,82
47,"28000479",CALASANZ,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"15","1",81,3,0.90000000,3,81
47,"28000479",CALASANZ,"3","072","2",S,A,"28","005","0001",,"28801",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"15","2",79,3,0.87777778,3,79
49,"28000492",LOPE DE VEGA,"3","072","2",S,A,"28","005","0001",,"28805",S,S,S,S,S,"2008",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",115,4,0.95833333,4,115
49,"28000492",LOPE DE VEGA,"3","072","2",S,A,"28","005","0001",,"28805",S,S,S,S,S,"2008",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",104,4,0.86666667,4,104
49,"28000492",LOPE DE VEGA,"3","072","2",S,A,"28","005","0001",,"28805",S,S,S,S,S,"2008",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",76,3,0.84444444,3,76
49,"28000492",LOPE DE VEGA,"3","072","2",S,A,"28","005","0001",,"28805",S,S,S,S,S,"2008",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",79,3,0.87777778,3,79
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"05","1",325,11,0.84415584,11,325
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"05","2",308,11,0.80000000,11,308
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"05","3",33,1,0.94285714,1,33
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"13","1",261,9,0.96666667,9,261
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"13","2",237,8,0.98750000,8,237
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"13","3",188,6,1.04444444,6,188
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"13","4",180,6,1.00000000,6,180
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"14","1",76,4,0.63333333,4,76
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"14","2",58,2,0.96666667,2,58
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"15","1",206,9,0.76296296,9,206
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"15","2",187,10,0.62333333,10,187
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"16","1",233,10,0.77666667,10,233
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"16","2",250,10,0.83333333,10,250
52,"28000522",ANTONIO MACHADO,"3","042","1",N,A,"28","005","0001",,"28806",N,N,S,N,,,,IES,CENTRO PÚBLICO,"16","3",3,1,0.10000000,1,3
65,"28000662",JUAN XXIII,"1","072","2",S,A,"28","006","0001",,"28100",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",42,2,0.70000000,2,42
65,"28000662",JUAN XXIII,"1","072","2",S,A,"28","006","0001",,"28100",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",50,2,0.83333333,2,50
65,"28000662",JUAN XXIII,"1","072","2",S,A,"28","006","0001",,"28100",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",28,1,0.93333333,1,28
65,"28000662",JUAN XXIII,"1","072","2",S,A,"28","006","0001",,"28100",S,S,S,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",41,2,0.68333333,2,41
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"05","1",301,8,1.07500000,8,301
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"05","2",483,10,1.38000000,10,483
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"05","3",156,3,1.48571429,3,156
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"13","1",174,6,0.96666667,6,174
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"13","2",137,5,0.91333333,5,137
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"13","3",139,5,0.92666667,5,139
74,"28000753",FRANCISCO GINER DE LOS RIOS,"1","042","1",N,A,"28","006","0001",,"28108",N,N,N,N,,,,IES,CENTRO PÚBLICO,"13","4",124,4,1.03333333,4,124
88,"28000901",NTRA. SRA. DE RIHONDO,"2","072","2",S,A,"28","007","0001",,"28922",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",65,2,1.08333333,2,65
88,"28000901",NTRA. SRA. DE RIHONDO,"2","072","2",S,A,"28","007","0001",,"28922",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",51,2,0.85000000,2,51
88,"28000901",NTRA. SRA. DE RIHONDO,"2","072","2",S,A,"28","007","0001",,"28922",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",63,2,1.05000000,2,63
88,"28000901",NTRA. SRA. DE RIHONDO,"2","072","2",S,A,"28","007","0001",,"28922",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",49,2,0.81666667,2,49
92,"28000947",SANTISIMA TRINIDAD,"2","072","2",S,A,"28","007","0001",,"28925",N,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"05","1",101,3,0.96190476,3,101
92,"28000947",SANTISIMA TRINIDAD,"2","072","2",S,A,"28","007","0001",,"28925",N,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"05","2",102,3,0.97142857,3,102
92,"28000947",SANTISIMA TRINIDAD,"2","072","2",S,A,"28","007","0001",,"28925",N,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",57,2,0.95000000,2,57
92,"28000947",SANTISIMA TRINIDAD,"2","072","2",S,A,"28","007","0001",,"28925",N,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",62,2,1.03333333,2,62
92,"28000947",SANTISIMA TRINIDAD,"2","072","2",S,A,"28","007","0001",,"28925",N,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",72,3,0.80000000,3,72
92,"28000947",SANTISIMA TRINIDAD,"2","072","2",S,A,"28","007","0001",,"28925",N,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",57,2,0.95000000,2,57
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",30,1,1.00000000,1,30
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",32,1,1.06666667,1,32
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",27,1,0.90000000,1,27
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",21,1,0.70000000,1,21
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"14","1",61,3,0.67777778,3,61
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"14","2",51,3,0.56666667,3,51
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"15","1",116,6,0.64444444,6,116
94,"28000960",NTRA. SRA. DE LOS REMEDIOS,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"15","2",101,6,0.56111111,6,101
99,"28001010",AMOR DE DIOS,"2","072","2",S,A,"28","007","0001",,"28924",S,S,S,S,S,"2016",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",96,4,0.80000000,4,96
99,"28001010",AMOR DE DIOS,"2","072","2",S,A,"28","007","0001",,"28924",S,S,S,S,S,"2016",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",121,4,1.00833333,4,121
99,"28001010",AMOR DE DIOS,"2","072","2",S,A,"28","007","0001",,"28924",S,S,S,S,S,"2016",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",121,4,1.00833333,4,121
99,"28001010",AMOR DE DIOS,"2","072","2",S,A,"28","007","0001",,"28924",S,S,S,S,S,"2016",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",90,4,0.75000000,4,90
100,"28001022",LA INMACULADA,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2010",,CPR INF-PRI-SEC,CENTRO PRIVADO,"05","1",65,2,0.92857143,2,65
100,"28001022",LA INMACULADA,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2010",,CPR INF-PRI-SEC,CENTRO PRIVADO,"05","2",63,2,0.90000000,2,63
100,"28001022",LA INMACULADA,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2010",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",88,3,0.97777778,3,88
100,"28001022",LA INMACULADA,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2010",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",96,3,1.06666667,3,96
100,"28001022",LA INMACULADA,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2010",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",101,3,1.12222222,3,101
100,"28001022",LA INMACULADA,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2010",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",89,3,0.98888889,3,89
101,"28001034",VIRGEN DEL REMEDIO,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2014",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",58,2,0.96666667,2,58
101,"28001034",VIRGEN DEL REMEDIO,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2014",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",67,2,1.11666667,2,67
101,"28001034",VIRGEN DEL REMEDIO,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2014",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",55,2,0.91666667,2,55
101,"28001034",VIRGEN DEL REMEDIO,"2","072","2",S,A,"28","007","0001",,"28924",S,S,N,S,S,"2014",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",62,2,1.03333333,2,62
102,"28001046",CENTRO EDUCATIVO VILLA DE ALCORCON,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",57,2,0.95000000,2,57
102,"28001046",CENTRO EDUCATIVO VILLA DE ALCORCON,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",54,2,0.90000000,2,54
102,"28001046",CENTRO EDUCATIVO VILLA DE ALCORCON,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",54,2,0.90000000,2,54
102,"28001046",CENTRO EDUCATIVO VILLA DE ALCORCON,"2","072","2",S,A,"28","007","0001",,"28921",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",45,2,0.75000000,2,45
146,"28001514",SAGRADA FAMILIA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",59,2,0.98333333,2,59
146,"28001514",SAGRADA FAMILIA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",60,2,1.00000000,2,60
146,"28001514",SAGRADA FAMILIA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",60,2,1.00000000,2,60
146,"28001514",SAGRADA FAMILIA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",35,2,0.58333333,2,35
151,"28001563",APOSTOL SANTIAGO,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,S,S,"2015",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",151,5,1.00666667,5,151
151,"28001563",APOSTOL SANTIAGO,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,S,S,"2015",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",162,5,1.08000000,5,162
151,"28001563",APOSTOL SANTIAGO,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,S,S,"2015",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",156,5,1.04000000,5,156
151,"28001563",APOSTOL SANTIAGO,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,S,S,"2015",,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",138,5,0.92000000,5,138
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"05","1",103,3,0.98095238,3,103
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"05","2",94,3,0.89523810,3,94
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","1",96,3,1.06666667,3,96
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","2",140,3,1.55555556,3,140
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","3",95,3,1.05555556,3,95
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"13","4",88,3,0.97777778,3,88
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"14","1",181,9,0.67037037,9,181
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"14","2",140,9,0.51851852,9,140
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"15","1",158,8,0.65833333,8,158
155,"28001605",LOYOLA,"2","072","2",S,A,"28","013","0002",,"28300",S,S,N,N,,,,CPR INF-PRI-SEC,CENTRO PRIVADO,"15","2",114,8,0.47500000,8,114
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"05","1",145,7,0.59183673,7,145
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"05","2",158,6,0.75238095,6,158
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"05","3",69,2,0.98571429,2,69
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"13","1",163,6,0.90555556,6,163
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"13","2",165,6,0.91666667,6,165
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"13","3",103,4,0.85833333,4,103
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"13","4",88,3,0.97777778,3,88
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"14","1",20,1,0.66666667,1,20
157,"28001629",DOMENICO SCARLATTI,"2","042","1",N,A,"28","013","0002",,"28300",N,N,N,S,S,"2016",,IES,CENTRO PÚBLICO,"14","2",10,1,0.33333333,1,10
